contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_0012_9700_FA862010G3038_9700,0012,11997227.0,11997227.0,2011-03-17,2011,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,LYNX DUAL BEAM RADAR,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0012_9700_N0001906D0012_9700,0012,7623505.97,7623505.97,2011-12-28,2012,Department of Defense,Defense Contract Management Agency,HJP4JZG1FUL9,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TIOGA,NY,NEW YORK,DELIVERY ORDER,PDM PHASE I AND R&R OF 505 ENGINES,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_0012_9700_N0001916G0001_9700,0012,32822091.24,33074699.66,2016-09-30,2016,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,FCC OFP V39.2/V40.0 AND AHRS SOFTWARE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,1.0
CONT_AWD_0012_9700_N0016412GWS55_9700,0012,1656185.17,1656185.17,2012-05-22,2012,Department of Defense,Department of the Navy,FDB3JQRXYMG3,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN CORPORATION,ANNE ARUNDEL,MD,MARYLAND,DELIVERY ORDER,DEPOT STANDUP SUPPORT-12 MO POP,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NO SET ASIDE USED.,1.0
CONT_AWD_0012_9700_N0038307D001J_9700,0012,55241930.93,55241930.93,2012-09-28,2012,Department of Defense,Department of the Navy,N7N4W13PCRU5,THE BOEING COMPANY (0674),THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,NAVY AVIATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0012_9700_N6893611D0001_9700,0012,20340879.87,20839926.4,2010-11-19,2011,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,STRIKE WEAPONS INTEGRATION SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SMALL BUSINESS SET ASIDE - TOTAL,2.0
CONT_AWD_0012_9700_N6893614D0008_9700,0012,3613850.01,5304743.87,2015-06-26,2015,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,IGF::OT::IGF F/A-18 29C,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0012_9700_W58RGZ12D0018_9700,0012,322989.57,322989.57,2015-08-28,2015,Department of Defense,Department of the Army,DGMPAHA84UF3,SIKORSKY SUPPORT SERVICES INC,LOCKHEED MARTIN CORP,MADISON,AL,ALABAMA,DELIVERY ORDER,"IGF::CL,CT::IGF NON-PERSONAL SERVICE FOR CFSR FOR TAIWAN NASC",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0012_9700_W58RGZ13D0047_9700,0012,29565135.12,29565135.12,2014-08-21,2014,Department of Defense,Department of the Army,L5LZSJCPKLD7,SUPPORT SYSTEMS ASSOCIATES INC,"SSAI OF GEORGIA, LLC",MADISON,AL,ALABAMA,DELIVERY ORDER,"INTERIM MEDEVAC MISSION SUPPORT SYSTEM (IMMSS), INTERCOMMUNICATION SYSTEM (ICS) RELOCATION KIT, AND SLIDING MILITARY AIRCRAFT REPLACEMENT TRANSPARENCY (SMART) WINDOW PRODUCTION",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,2.0
CONT_AWD_0012_9700_W58RGZ13D0217_9700,0012,407175.0,407175.0,2018-04-05,2018,Department of Defense,Department of the Army,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,HARTFORD,CT,CONNECTICUT,DELIVERY ORDER,"REPAIR OF THE UH-60 COMPUTER, FLIGHT CONTROL",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0012_9700_W58RGZ15D0016_9700,0012,12760151.0,12760151.0,2017-01-30,2017,Department of Defense,Department of the Army,SWBKVD2EKUH7,"ROCKWELL COLLINS, INC.",RTX CORP,LINN,IA,IOWA,DELIVERY ORDER,PHASE II OF THE PROCESSOR SWITCH MODULE (PSM) REPLACEMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_F1962896D0038_9700,0013,299249.28,0.0,1999-08-09,1999,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"199911!5700!0079!GV67 !ESC/GAK                         !F1962896D0038  !A!*!0013               !19990809!20000930!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC          !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!38715!017!25!MARLBOROUGH         !MIDDLESEX             !MASS      !0001!+000000300000!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !8731!5!B!S!*!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0013_9700_FA852612D0001_9700,0013,1195245.15,653732.17,2014-02-03,2014,Department of Defense,Defense Contract Management Agency,M8JLMEHJADQ5,THE BOEING COMPANY,THE BOEING COMPANY,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,IGF::OT::IGF MODE 5+,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_FA861113D2850_9700,0013,371966501.27,221149883.71,2016-12-20,2017,Department of Defense,Department of the Air Force,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,F-22 MODERNIZATIONL LABS MAINTENANCE AND INFRASTRUCTURE&TEST AND EXECUTION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_FA861406D2006_9700,0013,366154667.99,366196491.0,2013-08-16,2013,Department of Defense,Defense Contract Management Agency,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,C-17 AIRCRAFT FOR KUWAIT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_FA862006G4041_9700,0013,2800000.0,2800000.0,2010-09-09,2010,Department of Defense,Department of the Air Force,HEBCLD22EJD1,RAYTHEON COMPANY,RTX CORP,COLLIN,TX,TEXAS,DELIVERY ORDER,MIGRATED DATA VALUE UNKNOWN,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0013_9700_FA862008G3005_9700,0013,760672.0,461156.0,2009-04-30,2009,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,VEHICLE TEST CONTROLLER (VTC) REPLACEMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0013_9700_FA862015G4040_9700,0013,37025385.8,37279442.45,2016-01-19,2016,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,MAUAS FMS FRANCE 2ND SYSTEM UCA,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_0013_9700_M6785413D2422_9700,0013,877342.54,877342.54,2016-07-19,2016,Department of Defense,Department of the Navy,HEZDP5MN11A3,"TCOM, L.P.","TCOM, L.P.",,,,DELIVERY ORDER,VENDOR LEVEL MAINTENANCE PROGRAM,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_0013_9700_N0001915G0003_9700,0013,2100000.0,2100000.0,2017-03-30,2017,Department of Defense,Department of the Navy,NBSLHP77ZJQ1,RAYTHEON COMPANY,RTX CORP,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,AN/APG-73 LEGACY RADAR QUALIFICATION OF ALTERNATE PAM MIC (MESFET) COMPONENTS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0013_9700_N0038310D003N_9700,0013,985096.39,985096.39,2011-05-10,2011,Department of Defense,Department of the Navy,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,POTTER,TX,TEXAS,DELIVERY ORDER,NAVAL AVIATION REQUIREMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_N6339413D1301_9700,0013,3837936.33,3837936.33,2015-03-31,2015,Department of Defense,Department of the Navy,CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,BURLINGTON,NJ,NEW JERSEY,DELIVERY ORDER,IGF::CT::IGF MK92 FCS ENGINEERING SERVICES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0013_9700_N6893611D0001_9700,0013,490769.05,490769.05,2010-11-18,2011,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,AIR-TO-AIR WEAPONS SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SMALL BUSINESS SET ASIDE - TOTAL,2.0
CONT_AWD_0013_9700_W56KGY17D0005_9700,0013,278795137.92,278795137.92,2018-03-30,2018,Department of Defense,Department of the Army,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ONONDAGA,NY,NEW YORK,DELIVERY ORDER,FULL RATE PRODUCTION OF AN/TPQ-53 COUNTER FIRE TARGET ACQUISITION RADAR SYSTEMS LOT 2.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0013_9700_W58RGZ14D0045_9700,0013,6205302.03,6205302.03,2015-09-24,2015,Department of Defense,Department of the Army,LAJJQWA1PF31,THE BOEING COMPANY,THE BOEING COMPANY,MARICOPA,AZ,ARIZONA,DELIVERY ORDER,STRUCTURES TEST AIRCRAFT IDIQ TASK ORDER AWARD,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_W58RGZ14D0075_9700,0013,492174.0,492174.0,2015-03-11,2015,Department of Defense,Department of the Army,E466BXU4KJH8,THE BOEING COMPANY,THE BOEING COMPANY,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,ENGINEERING CHANGE PROPOSAL IMPROVED ROTOR HEAD SEALS.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_W58RGZ15D0016_9700,0013,719650.16,719650.16,2017-10-04,2018,Department of Defense,Department of the Army,SWBKVD2EKUH7,"ROCKWELL COLLINS, INC.",RTX CORP,LINN,IA,IOWA,DELIVERY ORDER,IGF::OT::IGF IMPROVED DATA MODEM(IDM) A COMPUTER SOFTWARE PRODUCT END ITEM FOR IMPLEMENTATION OF THE IDM HARDWARE AND SOFTWARE INTEGRATION INTO THE COMMON AVIONICS ARCHITECTURE SYSTEM (CAAS)OPERATIONAL FLIGHT PROGRAM COCKPIT SYSTEM ON THE CH-47 PLATFORM.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0013_9700_W909MY16D0006_9700,0013,355710.68,570841.41,2017-07-10,2017,Department of Defense,Department of the Army,MC27B7LGBL34,DRS NETWORK & IMAGING SYSTEMS LLC,LEONARDO S.P.A.,BREVARD,FL,FLORIDA,DELIVERY ORDER,THIS TASK ORDER IS FOR THE TEST AND INSPECTION OF AFOCALS AND IMAGERS UNDER TRU IDIQ CONTRACT FOR SPARES AND REPAIRS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0013_9700_W911QY13D0101_9700,0013,1815431.33,1815431.33,2017-05-25,2017,Department of Defense,Department of the Army,YQ8YG53GSM41,"RAYTHEON APPLIED SIGNAL TECHNOLOGY, INC.",ROCKWELL COLLINS AUSTRALIA PTY LIMITED,SANTA CLARA,CA,CALIFORNIA,DELIVERY ORDER,IGF::OT::IGF RESEARCH AND DEVELOPMENT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0014_9700_F1962896D0038_9700,0014,265341.0,0.0,2002-04-11,2002,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"200208!000045!5700!GV67  !ESC/GAK                         !F1962896D0038  !A!N! !N!001403             !20020411!20030131!193049236!193049236!001339159!N!RAYTHEON COMPANY              !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!38715!017!25!MARLBOROUGH         !MIDDLESEX             !MASS      !+000000262278!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !334510!E! !5!B!S!B! ! !99990909!B! ! !A! !A!N!Z!2!003!B!  !Z!N!Z!  !  !N!C!N! ! ! !A!C!A!A!000!A!C!N! ! ! ! !    !      !0001!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0014_9700_FA852612D0001_9700,0014,220811999.99,234320106.06,2014-10-09,2015,Department of Defense,Defense Contract Management Agency,M8JLMEHJADQ5,THE BOEING COMPANY,THE BOEING COMPANY,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,IGF::OT::IGF C-17 MX MOD HEAVY LABOR - SUPPORT OF C-17 ACFT.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0014_9700_FA861113D2850_9700,0014,20764767.8,27486110.52,2016-04-26,2016,Department of Defense,Department of the Air Force,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,"ACAT I, F22, PROGRAM INTEGRATION, REQUIREMENTS ANALYSIS AND SYSTEMS ENGINEERING",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0014_9700_FA861413D2002_9700,0014,25597594.15,25908855.3,2015-09-29,2015,Department of Defense,Department of the Air Force,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"IGF::CL,CT::IGF C-17 FY15 SOFTWARE MAINTENANCE&NEW DEVELOPMENT",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0014_9700_FA861614D6060_9700,0014,39437861.01,3093570.0,2017-04-14,2017,Department of Defense,Department of the Air Force,JRVLDEXMYDK8,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"ACAT III, B-2, COMMON VERY LOW FREQUENCY RECEIVER INCREMENT 1 (CVRI1), PRODUCTION",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0014_9700_FA862006G4041_9700,0014,9942456.0,9942456.0,2010-12-23,2011,Department of Defense,Department of the Air Force,HEBCLD22EJD1,RAYTHEON COMPANY,RTX CORP,COLLIN,TX,TEXAS,DELIVERY ORDER,INITIAL SPARES BUY,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0014_9700_FA862010G3038_9700,0014,66783187.42,66944703.0,2011-09-29,2011,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,BLOCK 30 RETROFIT KITS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0014_9700_FA862015G4040_9700,0014,32053672.72,32907551.59,2016-01-22,2016,Department of Defense,Defense Contract Management Agency,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,MALET LOH SOFTWARE LINE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0014_9700_FA873008D0001_9700,0014,3208877.77,3208877.77,2008-12-08,2009,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,DASR FOLLOW-ON CONTRACT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0014_9700_N0042110G0001_9700,0014,1123838.64,1267717.0,2014-11-13,2015,Department of Defense,Department of the Navy,DD2QET4D27T3,"SIERRA NEVADA COMPANY, LLC","SIERRA NEVADA COMPANY, LLC",WASHOE,NV,NEVADA,DELIVERY ORDER,DL/DLM CIRCUIT CARD LABOR,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0014_9700_N6893611D0001_9700,0014,3901961.95,4029447.27,2010-11-16,2011,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,UNMANNED SYSTEMS ACTIVITY (USA) SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SMALL BUSINESS SET ASIDE - TOTAL,2.0
CONT_AWD_0014_9700_N6893614D0008_9700,0014,66226676.0,66227489.0,2016-12-23,2017,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,DTP-N,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0014_9700_W58RGZ13D0047_9700,0014,586252.2,586252.2,2015-09-21,2015,Department of Defense,Department of the Army,L5LZSJCPKLD7,SUPPORT SYSTEMS ASSOCIATES INC,"SSAI OF GEORGIA, LLC",MADISON,AL,ALABAMA,DELIVERY ORDER,ENCRYPTABLE AIRCRAFT WIRELESS INTERCOM SYSTEM (EAWIS) A-KITS,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,2.0
CONT_AWD_0014_9700_W58RGZ14D0075_9700,0014,28012993.5,28012993.5,2016-08-04,2016,Department of Defense,Department of the Army,E466BXU4KJH8,THE BOEING COMPANY,THE BOEING COMPANY,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,IGF::CT::IGF FOR CRITICAL FUNCTIONS CH-47F DYNAMIC STRAIN SURVEY (F-DSS) FLIGHT TEST&DATA ANALYSES PROGRAM,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_F1962896D0038_9700,0015,548587.0,0.0,1999-09-30,1999,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"199912!5700!0107!GV67 !ESC/GAK                         !F1962896D0038  !A!*!0015               !19990930!20001030!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC          !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!38715!017!25!MARLBOROUGH         !MIDDLESEX             !MASS      !0001!+000000299997!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !3812!5!B!S!*!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0015_9700_FA861113D2850_9700,0015,22018503.28,4999917.0,2017-08-09,2017,Department of Defense,Department of the Air Force,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,NELLIS ATC SIMULATORS (PLACEHOLDER),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_FA861413D2002_9700,0015,1656692.21,2303051.29,2015-11-18,2016,Department of Defense,Department of the Air Force,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,CC 1287: COMMUNICATION NAVIGATION SURVEILLANCE/AIR TRAFFIC MANAGEMENT (CNS/ATM) PHASE 1  KITPROOF,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_FA861614D6060_9700,0015,1352675.2,1435900.0,2016-01-12,2016,Department of Defense,Department of the Air Force,JRVLDEXMYDK8,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"ACAT II, MOP ETR III QRC",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_FA861707D6151_9700,0015,1007175308.7,913417107.73,2010-02-26,2010,Department of Defense,Defense Contract Management Agency,RSCJXUGJNGE3,TEXTRON AVIATION DEFENSE LLC,TEXTRON INC,SEDGWICK,KS,KANSAS,DELIVERY ORDER,T-6 FY10 PRODUCTION AND PROGRAM SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0015_9700_FA862011G4050_9700,0015,3414638.91,3414638.91,2013-08-26,2013,Department of Defense,Department of the Air Force,HEBCLD22EJD1,RAYTHEON COMPANY,RTX CORP,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,FY 14 MISSION READINESS CAPABILITY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0015_9700_N0001906G0014_9700,0015,1443005.0,1443005.0,2007-08-29,2007,Department of Defense,Defense Contract Management Agency,R3NFBAVKDA25,ALLIANT TECHSYSTEMS OPERATIONS LLC,NORTHROP GRUMMAN INNOVATION SYSTEMS LLC,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,AAR-47 OPERATIONAL FLIGHT PLAN,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0015_9700_N0016411GJQ97_9700,0015,29466989.0,29466989.0,2013-11-22,2014,Department of Defense,Department of the Navy,H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ORANGE,FL,FLORIDA,DELIVERY ORDER,TEST ARTICLES - TEUS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0015_9700_N0038307D001J_9700,0015,14731537.86,14731537.86,2013-09-19,2013,Department of Defense,Department of the Navy,N7N4W13PCRU5,THE BOEING COMPANY (0674),THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,NAVY AVIATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0015_9700_N0038310D003N_9700,0015,47041007.54,47041007.54,2011-12-12,2012,Department of Defense,Department of the Navy,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,POTTER,TX,TEXAS,DELIVERY ORDER,NAVAL AVIATION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
